,nodeid,mon,yr,total_sales_volume,total_sales_price,pm_total_sales_volume,pm_total_sales_price,l3m_total_sales_volume,l3m_total_sales_price,l12m_total_sales_volume,l12m_total_sales_price,numreviews_by_period,avgrating_by_period,numreviews,avgrating
89,2946,4.0,2011.0,8,66.0,8,77.8,58,550.1,295,2650.45,0.0,0.0,3.0,5.0
90,2946,4.0,2012.0,6,73.41,2,23.04,14,172.72,71,642.17,0.0,0.0,3.0,5.0
91,2946,4.0,2013.0,3,36.12,14,24.6,23,113.95,64,580.2,1.0,5.0,3.0,5.0
92,2946,4.0,2014.0,2,25.9,1,12.95,4,524.85,46,1931.12,1.0,5.0,3.0,5.0
93,2946,4.0,2015.0,1,11.64,3,552.95,5,578.85,75,1315.13,0.0,0.0,3.0,5.0
94,2946,4.0,2016.0,2,0.0,1,12.95,2,25.9,19,1536.41,0.0,0.0,3.0,5.0
95,2946,5.0,2010.0,32,290.0,66,595.0,142,1115.0,4051,36187.5,0.0,0.0,3.0,5.0
96,2946,5.0,2011.0,8,57.8,8,66.0,23,191.6,237,2121.45,0.0,0.0,3.0,5.0
97,2946,5.0,2012.0,5,35.99,6,73.41,15,182.81,69,649.58,0.0,0.0,3.0,5.0
98,2946,5.0,2013.0,11,48.94,3,36.12,22,111.22,61,542.91,0.0,0.0,3.0,5.0
99,2946,5.0,2014.0,5,62.15,2,25.9,4,51.8,45,1920.9,0.0,0.0,3.0,5.0
100,2946,5.0,2015.0,1,12.95,1,11.64,5,577.54,74,1300.87,0.0,0.0,3.0,5.0
101,2946,5.0,2016.0,1,12.95,2,0.0,4,25.9,20,1524.77,0.0,0.0,3.0,5.0
102,2946,6.0,2010.0,11,90.0,32,290.0,122,1055.0,4083,36477.5,0.0,0.0,3.0,5.0
103,2946,6.0,2011.0,3,34.56,8,57.8,24,201.6,213,1889.25,0.0,0.0,3.0,5.0
104,2946,6.0,2012.0,0,0.0,5,35.99,13,132.44,66,627.77,0.0,0.0,3.0,5.0
105,2946,6.0,2013.0,5,56.46,11,48.94,28,109.66,67,555.86,0.0,0.0,3.0,5.0
106,2946,6.0,2014.0,4,564.6,5,62.15,8,101.0,39,1934.11,0.0,0.0,3.0,5.0
107,2946,6.0,2015.0,2,0.0,1,12.95,5,577.54,70,1251.67,0.0,0.0,3.0,5.0
108,2946,6.0,2016.0,0,0.0,1,12.95,4,25.9,20,1524.77,0.0,0.0,3.0,5.0
109,2946,7.0,2010.0,13,100.0,11,90.0,109,975.0,4094,36567.5,0.0,0.0,3.0,5.0
110,2946,7.0,2011.0,0,0.0,3,34.56,19,158.36,205,1833.81,0.0,0.0,3.0,5.0
111,2946,7.0,2012.0,4,36.12,0,0.0,11,109.4,63,593.21,0.0,0.0,3.0,5.0
112,2946,7.0,2013.0,3,37.56,5,56.46,19,141.52,72,612.32,0.0,0.0,3.0,5.0
113,2946,7.0,2014.0,4,35.83,4,564.6,11,652.65,38,2442.25,0.0,0.0,3.0,5.0
114,2946,7.0,2015.0,1,486.0,2,0.0,4,24.59,68,687.07,0.0,0.0,3.0,5.0
115,2946,7.0,2016.0,72,0.0,0,0.0,3,12.95,18,1524.77,0.0,0.0,3.0,5.0
116,2946,8.0,2010.0,9,80.0,13,100.0,56,480.0,4107,36667.5,0.0,0.0,3.0,5.0
117,2946,8.0,2011.0,2,24.4,0,0.0,11,92.36,192,1733.81,0.0,0.0,3.0,5.0
118,2946,8.0,2012.0,1,11.52,4,36.12,9,72.11,67,629.33,0.0,0.0,3.0,5.0
119,2946,8.0,2013.0,3,35.61,3,37.56,19,142.96,71,613.76,0.0,0.0,3.0,5.0
120,2946,8.0,2014.0,2,24.6,4,35.83,13,662.58,39,2440.52,0.0,0.0,3.0,5.0
121,2946,8.0,2015.0,1,459.92,1,486.0,4,498.95,65,1137.24,0.0,0.0,3.0,5.0
122,2946,8.0,2016.0,0,0.0,72,0.0,73,12.95,89,1038.77,0.0,0.0,3.0,5.0
123,2946,9.0,2010.0,22,220.0,9,80.0,33,270.0,4116,36747.5,0.0,0.0,3.0,5.0
124,2946,9.0,2011.0,0,0.0,2,24.4,5,58.96,185,1678.21,1.0,5.0,3.0,5.0
125,2946,9.0,2012.0,0,0.0,1,11.52,5,47.64,66,616.45,0.0,0.0,3.0,5.0
126,2946,9.0,2013.0,6,72.56,3,35.61,11,129.63,73,637.85,0.0,0.0,3.0,5.0
127,2946,9.0,2014.0,1,0.0,2,24.6,10,625.03,38,2429.51,0.0,0.0,3.0,5.0
128,2946,9.0,2015.0,0,0.0,1,459.92,4,945.92,64,1572.56,0.0,0.0,3.0,5.0
129,2946,9.0,2016.0,1,12.95,0,0.0,72,0.0,88,578.85,0.0,0.0,3.0,5.0
130,2946,10.0,2009.0,730,7300.0,0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,5.0
131,2946,10.0,2010.0,33,300.0,22,220.0,44,400.0,4138,36967.5,0.0,0.0,3.0,5.0
132,2946,10.0,2011.0,6,74.84,0,0.0,2,24.4,163,1458.21,0.0,0.0,3.0,5.0
133,2946,10.0,2012.0,3,37.42,0,0.0,5,47.64,66,616.45,0.0,0.0,3.0,5.0
134,2946,10.0,2013.0,2,20.61,6,72.56,12,145.73,79,710.41,0.0,0.0,3.0,5.0
135,2946,10.0,2014.0,0,0.0,1,0.0,7,60.43,33,2356.95,0.0,0.0,3.0,5.0
136,2946,10.0,2016.0,0,0.0,1,12.95,73,12.95,89,591.8,0.0,0.0,3.0,5.0
137,2946,11.0,2009.0,2171,21344.0,730,7300.0,730,7300.0,730,7300.0,0.0,0.0,3.0,5.0
138,2946,11.0,2010.0,25,227.55,33,300.0,64,600.0,3441,29967.5,0.0,0.0,3.0,5.0
139,2946,11.0,2011.0,19,110.96,6,74.84,8,99.24,136,1233.05,0.0,0.0,3.0,5.0
140,2946,11.0,2012.0,8,98.15,3,37.42,4,48.94,63,579.03,0.0,0.0,3.0,5.0
141,2946,11.0,2013.0,3,498.95,2,20.61,11,128.78,78,693.6,0.0,0.0,3.0,5.0
142,2946,11.0,2015.0,1,540.0,0,0.0,1,459.92,63,1572.56,0.0,0.0,3.0,5.0
143,2946,12.0,2009.0,876,5708.5,2171,21344.0,2901,28644.0,2901,28644.0,0.0,0.0,3.0,5.0
144,2946,12.0,2010.0,26,197.8,25,227.55,80,747.55,1295,8851.05,0.0,0.0,3.0,5.0
145,2946,12.0,2011.0,11,100.89,19,110.96,25,185.8,130,1116.46,0.0,0.0,3.0,5.0
146,2946,12.0,2012.0,14,173.64,8,98.15,11,135.57,52,566.22,0.0,0.0,3.0,5.0
147,2946,12.0,2013.0,6,599.46,3,498.95,11,592.12,73,1094.4,0.0,0.0,3.0,5.0
148,2946,12.0,2014.0,52,23.2,0,0.0,1,0.0,28,1837.39,0.0,0.0,3.0,5.0
149,2946,12.0,2015.0,10,0.0,1,540.0,1,540.0,64,2112.56,0.0,0.0,3.0,5.0
150,2946,1.0,2010.0,132,720.0,876,5708.5,3777,34352.5,3777,34352.5,0.0,0.0,3.0,5.0
151,2946,1.0,2011.0,43,424.5,26,197.8,84,725.35,445,3340.35,0.0,0.0,3.0,5.0
152,2946,1.0,2012.0,5,63.32,11,100.89,36,286.69,115,1019.55,0.0,0.0,3.0,5.0
153,2946,1.0,2013.0,4,38.85,14,173.64,25,309.21,55,638.97,0.0,0.0,3.0,5.0
154,2946,1.0,2014.0,2,498.95,6,599.46,11,1119.02,65,1520.22,0.0,0.0,3.0,5.0
155,2946,1.0,2015.0,1,12.95,52,23.2,52,23.2,74,1261.13,0.0,0.0,3.0,5.0
156,2946,1.0,2016.0,0,0.0,10,0.0,11,540.0,22,2089.36,0.0,0.0,3.0,5.0
157,3122,2.0,2011.0,218,1689.34,3664,3638.95,4632,11597.55,4657,12021.3,0.0,0.0,1.0,4.0
158,3122,2.0,2012.0,0,0.0,1,0.0,1,0.0,590,6106.78,1.0,4.0,1.0,4.0
159,3122,3.0,2011.0,87,890.75,218,1689.34,4335,11112.78,4875,13710.64,0.0,0.0,1.0,4.0
160,3122,4.0,2010.0,10,169.5,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,4.0
161,3122,4.0,2011.0,91,1299.75,87,890.75,3969,6219.04,4962,14601.39,0.0,0.0,1.0,4.0
162,3122,5.0,2010.0,5,84.75,10,169.5,10,169.5,10,169.5,0.0,0.0,1.0,4.0
163,3122,5.0,2011.0,32,500.16,91,1299.75,396,3879.84,5043,15731.64,0.0,0.0,1.0,4.0
164,3122,6.0,2010.0,4,67.8,5,84.75,15,254.25,15,254.25,0.0,0.0,1.0,4.0
165,3122,6.0,2011.0,103,811.41,32,500.16,210,2690.66,5070,16147.05,0.0,0.0,1.0,4.0
166,3122,7.0,2010.0,0,0.0,4,67.8,19,322.05,19,322.05,0.0,0.0,1.0,4.0
167,3122,7.0,2011.0,20,316.36,103,811.41,226,2611.32,5169,16890.66,0.0,0.0,1.0,4.0
168,3122,8.0,2010.0,1,16.95,0,0.0,9,152.55,19,322.05,0.0,0.0,1.0,4.0
169,3122,8.0,2011.0,29,456.66,20,316.36,155,1627.93,5189,17207.02,0.0,0.0,1.0,4.0
170,3122,9.0,2010.0,1,16.95,1,16.95,5,84.75,20,339.0,0.0,0.0,1.0,4.0
171,3122,9.0,2011.0,8,125.4,29,456.66,152,1584.43,5217,17646.73,0.0,0.0,1.0,4.0
172,3122,10.0,2010.0,4,67.8,1,16.95,2,33.9,21,355.95,0.0,0.0,1.0,4.0
173,3122,10.0,2011.0,1,16.95,8,125.4,57,898.42,5224,17755.18,0.0,0.0,1.0,4.0
174,3122,11.0,2010.0,515,2174.11,4,67.8,6,101.7,25,423.75,0.0,0.0,1.0,4.0
175,3122,11.0,2011.0,0,0.0,1,16.95,38,599.01,5221,17704.33,0.0,0.0,1.0,4.0
176,3122,12.0,2010.0,453,5784.49,515,2174.11,520,2258.86,540,2597.86,0.0,0.0,1.0,4.0
177,3122,1.0,2011.0,3664,3638.95,453,5784.49,972,8026.4,993,8382.35,0.0,0.0,1.0,4.0
178,3122,1.0,2012.0,1,0.0,0,0.0,1,16.95,4253,9745.73,0.0,0.0,1.0,4.0
179,3131,2.0,2011.0,76,1008.1,267,3483.65,2076,26724.83,2076,26724.83,0.0,0.0,1.0,4.0
180,3131,2.0,2012.0,14,93.97,13,137.75,58,710.75,244,3065.65,0.0,0.0,1.0,4.0
181,3131,2.0,2013.0,1,14.95,0,0.0,11,155.15,56,662.39,0.0,0.0,1.0,4.0
182,3131,2.0,2016.0,0,0.0,1,13.46,2,28.41,7,43.36,0.0,0.0,1.0,4.0
183,3131,3.0,2011.0,39,542.0,76,1008.1,1028,13025.59,2152,27732.93,0.0,0.0,1.0,4.0
184,3131,3.0,2012.0,3,36.8,14,93.97,47,455.82,182,2151.52,0.0,0.0,1.0,4.0
185,3131,3.0,2013.0,1,14.95,1,14.95,7,96.85,43,583.37,0.0,0.0,1.0,4.0
186,3131,3.0,2014.0,4,0.0,0,0.0,3,44.85,32,179.4,0.0,0.0,1.0,4.0
187,3131,4.0,2011.0,22,294.45,39,542.0,382,5033.75,2191,28274.93,0.0,0.0,1.0,4.0
188,3131,4.0,2012.0,2,28.25,3,36.8,30,268.52,146,1646.32,0.0,0.0,1.0,4.0
189,3131,4.0,2013.0,20,0.0,1,14.95,2,29.9,41,561.52,0.0,0.0,1.0,4.0
190,3131,4.0,2014.0,1,14.95,4,0.0,4,0.0,35,164.45,0.0,0.0,1.0,4.0
191,3131,5.0,2011.0,18,240.65,22,294.45,137,1844.55,2213,28569.38,0.0,0.0,1.0,4.0
192,3131,5.0,2012.0,6,76.9,2,28.25,19,159.02,126,1380.12,0.0,0.0,1.0,4.0
193,3131,5.0,2013.0,0,0.0,20,0.0,22,29.9,59,533.27,0.0,0.0,1.0,4.0
194,3131,5.0,2014.0,0,0.0,1,14.95,5,14.95,16,179.4,0.0,0.0,1.0,4.0
195,3131,6.0,2011.0,3,41.85,18,240.65,79,1077.1,2231,28810.03,0.0,0.0,1.0,4.0
196,3131,6.0,2012.0,4,56.65,6,76.9,11,141.95,114,1216.37,0.0,0.0,1.0,4.0
197,3131,6.0,2014.0,3,44.85,0,0.0,5,14.95,16,179.4,0.0,0.0,1.0,4.0
198,3131,6.0,2015.0,1,14.95,0,0.0,0,0.0,4,59.8,0.0,0.0,1.0,4.0
199,3131,7.0,2011.0,2,26.9,3,41.85,43,576.95,2234,28851.88,0.0,0.0,1.0,4.0
200,3131,7.0,2012.0,7,98.65,4,56.65,12,161.8,115,1231.17,0.0,0.0,1.0,4.0
201,3131,7.0,2013.0,2,29.9,0,0.0,20,0.0,49,399.72,0.0,0.0,1.0,4.0
202,3131,7.0,2014.0,0,0.0,3,44.85,4,59.8,19,224.25,0.0,0.0,1.0,4.0
203,3131,7.0,2015.0,0,0.0,1,14.95,1,14.95,2,29.9,0.0,0.0,1.0,4.0
204,3131,7.0,2016.0,254,0.0,0,0.0,0,0.0,6,28.41,0.0,0.0,1.0,4.0
205,3131,8.0,2011.0,3,41.85,2,26.9,23,309.4,2236,28878.78,0.0,0.0,1.0,4.0
206,3131,8.0,2012.0,2,29.9,7,98.65,17,232.2,120,1302.92,0.0,0.0,1.0,4.0
207,3131,8.0,2013.0,1,14.95,2,29.9,2,29.9,44,330.97,0.0,0.0,1.0,4.0
208,3131,8.0,2016.0,1,13.46,254,0.0,254,0.0,260,28.41,0.0,0.0,1.0,4.0
209,3131,9.0,2011.0,1,0.0,3,41.85,8,110.6,2239,28920.63,0.0,0.0,1.0,4.0
210,3131,9.0,2012.0,5,59.22,2,29.9,13,185.2,119,1290.97,0.0,0.0,1.0,4.0
211,3131,9.0,2013.0,3,44.85,1,14.95,3,44.85,43,316.02,0.0,0.0,1.0,4.0
212,3131,9.0,2015.0,4,0.0,0,0.0,1,14.95,2,29.9,0.0,0.0,1.0,4.0
213,3131,9.0,2016.0,0,0.0,1,13.46,255,13.46,261,41.87,0.0,0.0,1.0,4.0
214,3131,10.0,2011.0,22,159.1,1,0.0,6,68.75,2240,28920.63,0.0,0.0,1.0,4.0
215,3131,10.0,2012.0,2,26.9,5,59.22,14,187.77,123,1350.19,0.0,0.0,1.0,4.0
216,3131,10.0,2013.0,2,29.9,3,44.85,6,89.7,41,301.65,0.0,0.0,1.0,4.0
217,3131,10.0,2014.0,1,14.95,0,0.0,0,0.0,13,134.55,0.0,0.0,1.0,4.0
218,3131,10.0,2015.0,0,0.0,4,0.0,4,0.0,6,29.9,0.0,0.0,1.0,4.0
219,3131,11.0,2010.0,1124,14707.34,0,0.0,0,0.0,0,0.0,0.0,0.0,1.0,4.0
220,3131,11.0,2011.0,25,348.9,22,159.1,26,200.95,2262,29079.73,0.0,0.0,1.0,4.0
221,3131,11.0,2012.0,5,73.25,2,26.9,9,116.02,103,1217.99,0.0,0.0,1.0,4.0
222,3131,11.0,2013.0,0,0.0,2,29.9,6,89.7,41,304.65,0.0,0.0,1.0,4.0
223,3131,11.0,2014.0,0,0.0,1,14.95,1,14.95,12,119.6,0.0,0.0,1.0,4.0
224,3131,11.0,2015.0,1,14.95,0,0.0,4,0.0,5,14.95,0.0,0.0,1.0,4.0
225,3131,12.0,2010.0,685,8533.84,1124,14707.34,1124,14707.34,1124,14707.34,0.0,0.0,1.0,4.0
226,3131,12.0,2011.0,20,224.1,25,348.9,48,508.0,1163,14721.29,0.0,0.0,1.0,4.0
227,3131,12.0,2012.0,6,81.9,5,73.25,12,159.37,83,942.34,0.0,0.0,1.0,4.0
228,3131,12.0,2013.0,3,44.85,0,0.0,5,74.75,36,231.4,0.0,0.0,1.0,4.0
229,3131,12.0,2015.0,0,0.0,1,14.95,5,14.95,6,29.9,0.0,0.0,1.0,4.0
230,3131,1.0,2011.0,267,3483.65,685,8533.84,1809,23241.18,1809,23241.18,0.0,0.0,1.0,4.0
231,3131,1.0,2012.0,13,137.75,20,224.1,67,732.1,498,6411.55,0.0,0.0,1.0,4.0
232,3131,1.0,2013.0,0,0.0,6,81.9,13,182.05,69,800.14,0.0,0.0,1.0,4.0
233,3131,1.0,2014.0,0,0.0,3,44.85,5,74.75,33,194.35,0.0,0.0,1.0,4.0
234,3131,1.0,2016.0,1,13.46,0,0.0,1,14.95,6,29.9,0.0,0.0,1.0,4.0
235,3167,2.0,2011.0,161,965.79,1004,4066.56,3002,26628.52,4107,42861.31,0.0,0.0,1.0,4.0
236,3167,2.0,2012.0,6,74.55,5,81.9,236,2037.74,1447,6863.03,1.0,4.0,1.0,4.0
237,3167,2.0,2013.0,1,21.0,0,0.0,36,116.97,113,517.54,0.0,0.0,1.0,4.0
238,3167,2.0,2014.0,2,37.8,1,18.9,4,60.9,82,821.71,0.0,0.0,1.0,4.0
239,3167,2.0,2016.0,3,58.8,4,84.0,90,396.62,127,903.4,0.0,0.0,1.0,4.0
240,3167,3.0,2011.0,217,2695.47,161,965.79,2075,19088.11,4268,43827.1,0.0,0.0,1.0,4.0
241,3167,3.0,2012.0,29,97.44,6,74.55,51,892.6,1292,5971.79,0.0,0.0,1.0,4.0
242,3167,3.0,2013.0,3,59.85,1,21.0,36,116.97,108,463.99,0.0,0.0,1.0,4.0
243,3167,3.0,2014.0,0,0.0,2,37.8,5,77.7,83,838.51,0.0,0.0,1.0,4.0
244,3167,3.0,2016.0,1,18.89,3,58.8,35,301.0,130,962.2,0.0,0.0,1.0,4.0
245,3167,4.0,2011.0,57,535.5,217,2695.47,1382,7727.82,4485,46522.57,0.0,0.0,1.0,4.0
246,3167,4.0,2012.0,1,21.0,29,97.44,40,253.89,1104,3373.76,0.0,0.0,1.0,4.0
